restaurant_id,restaurant_name,tier,honest_merchant,day_of_week,hour_of_day,order_time,actual_ready_time,for_button_time,rider_arrival_time,pos_ticket_cleared_time,base_kpt_minutes,true_kpt_minutes,hidden_load,rider_present_at_press,merchant_bias_offset_min,naive_kpt_estimate,acceptance_latency_seconds,zomato_concurrent_orders,local_foot_traffic_index,competitor_platform_orders,actual_rider_wait_minutes,naive_kpt_error
R025,Pav Bhaji Point,T3,True,5,17,2025-01-04 17:45:41,2025-01-04 18:07:59.060000000,2025-01-04 18:06:42.830630,2025-01-04 17:58:39.590606,2025-01-04 18:05:27.385701,17,22.301,3.357,False,0.79,12.977,30.6,0,47.6,2,9.324,9.324
R025,Pav Bhaji Point,T3,True,5,20,2025-01-04 20:44:08,2025-01-04 21:11:03.140000000,2025-01-04 21:09:42.996651,2025-01-04 21:02:57.350288,2025-01-04 21:13:18.084775,17,26.919,6.032,False,0.79,18.823,38.01,0,90.1,0,8.096,8.096
R025,Pav Bhaji Point,T3,True,5,22,2025-01-04 22:06:39,2025-01-04 22:34:37.080000000,2025-01-04 22:34:22.992228,2025-01-04 22:28:46.005823,2025-01-04 22:35:00.574752,17,27.968,7.584,False,0.79,22.117,55.67,0,44.75,6,5.851,5.851
R025,Pav Bhaji Point,T3,True,5,22,2025-01-04 22:35:57,2025-01-04 23:02:30.660000000,2025-01-04 23:02:18.404306,2025-01-04 22:55:50.386174,2025-01-04 23:02:07.581117,17,26.561,6.017,False,0.79,19.89,44.65,0,49.64,0,6.671,6.671
R025,Pav Bhaji Point,T3,True,5,22,2025-01-04 22:52:49,2025-01-04 23:25:49.420000000,2025-01-04 23:27:10.624259,2025-01-04 23:07:27.060102,2025-01-04 23:26:32.341518,17,33.007,10.617,False,0.79,14.634,73.36,0,44.33,10,18.373,18.373
R025,Pav Bhaji Point,T3,True,5,23,2025-01-04 23:27:38,2025-01-04 23:44:17.540000000,2025-01-04 23:42:09.511975,2025-01-04 23:47:36.703142,2025-01-04 23:41:12.198955,17,16.659,0.0,False,0.79,19.978,14.55,0,28.09,0,0.0,3.319
R025,Pav Bhaji Point,T3,True,6,0,2025-01-05 00:30:42,2025-01-05 00:50:44.880000000,2025-01-05 00:53:51.847752,2025-01-05 00:52:09.761394,2025-01-05 00:53:49.532419,17,20.048,1.72,False,0.79,21.463,19.18,0,9.8,1,0.0,1.415
R025,Pav Bhaji Point,T3,True,6,0,2025-01-05 00:39:26,2025-01-05 01:00:24.260000000,2025-01-05 01:02:00.721167,2025-01-05 00:58:26.019712,2025-01-05 01:03:25.973578,17,20.971,1.953,False,0.79,19.0,23.19,1,13.1,0,1.971,1.971
R025,Pav Bhaji Point,T3,True,6,8,2025-01-05 08:48:41,2025-01-05 09:10:02.960000000,2025-01-05 09:11:30.904372,2025-01-05 09:06:50.708352,2025-01-05 09:11:39.705819,17,21.366,2.549,False,0.79,18.162,31.93,0,81.09,5,3.204,3.204
R025,Pav Bhaji Point,T3,True,6,12,2025-01-05 12:40:59,2025-01-05 13:09:46.220000000,2025-01-05 13:10:27.479798,2025-01-05 13:01:51.677028,2025-01-05 13:13:25.335590,17,28.787,7.909,False,0.79,20.878,46.52,0,100.0,5,7.909,7.909
R025,Pav Bhaji Point,T3,True,6,13,2025-01-05 13:08:56,2025-01-05 13:34:54.140000000,2025-01-05 13:35:47.806713,2025-01-05 13:27:58.103078,2025-01-05 13:35:58.569199,17,25.969,6.052,False,0.79,19.035,40.16,0,74.55,2,6.934,6.934
R025,Pav Bhaji Point,T3,True,6,13,2025-01-05 13:21:30,2025-01-05 13:48:04.560000000,2025-01-05 13:49:37.168896,2025-01-05 13:40:45.148189,2025-01-05 13:49:45.986024,17,26.576,6.782,False,0.79,19.252,56.7,1,95.84,5,7.324,7.324
R025,Pav Bhaji Point,T3,True,6,13,2025-01-05 13:59:33,2025-01-05 14:23:17.880000000,2025-01-05 14:21:39.809326,2025-01-05 14:20:54.902271,2025-01-05 14:18:50.785425,17,23.748,4.437,False,0.79,21.365,39.67,0,89.29,1,2.383,2.383
R025,Pav Bhaji Point,T3,True,6,18,2025-01-05 18:54:23,2025-01-05 19:19:51.260000000,2025-01-05 19:18:44.968244,2025-01-05 19:16:51.589953,2025-01-05 19:20:35.550195,17,25.471,5.284,False,0.79,22.476,41.68,0,61.02,5,2.995,2.995
R025,Pav Bhaji Point,T3,True,6,21,2025-01-05 21:41:49,2025-01-05 22:08:17.020000000,2025-01-05 22:11:51.783399,2025-01-05 22:02:29.342352,2025-01-05 22:12:18.706731,17,26.467,6.654,False,0.79,20.672,49.34,0,78.06,4,5.795,5.795
R025,Pav Bhaji Point,T3,True,6,21,2025-01-05 21:52:02,2025-01-05 22:17:39.320000000,2025-01-05 22:18:03.423217,2025-01-05 22:10:25.381484,2025-01-05 22:16:13.002359,17,25.622,5.473,False,0.79,18.39,47.94,1,75.79,3,7.232,7.232
R025,Pav Bhaji Point,T3,True,0,9,2025-01-06 09:42:39,2025-01-06 10:02:16.260000000,2025-01-06 10:01:35.219652,2025-01-06 10:01:16.245815,2025-01-06 10:02:16.175184,17,19.621,1.573,False,0.79,18.621,22.4,0,38.21,0,1.0,1.0
R025,Pav Bhaji Point,T3,True,0,10,2025-01-06 10:19:31,2025-01-06 10:46:34.420000000,2025-01-06 10:47:09.150538,2025-01-06 10:35:41.534387,2025-01-06 10:46:17.028308,17,27.057,6.466,False,0.79,16.176,46.95,0,26.41,2,10.881,10.881
R025,Pav Bhaji Point,T3,True,0,11,2025-01-06 11:45:10,2025-01-06 12:03:50.920000000,2025-01-06 12:06:07.400999,2025-01-06 12:00:25.098683,2025-01-06 12:03:46.565018,17,18.682,0.838,False,0.79,15.252,16.2,0,32.44,1,3.43,3.43
R025,Pav Bhaji Point,T3,True,0,12,2025-01-06 12:04:42,2025-01-06 12:27:14.820000000,2025-01-06 12:24:16.967214,2025-01-06 12:17:41.500139,2025-01-06 12:22:04.057756,17,22.547,3.699,False,0.79,12.992,39.47,0,71.96,4,9.555,9.555
R025,Pav Bhaji Point,T3,True,0,12,2025-01-06 12:25:06,2025-01-06 12:48:43.560000000,2025-01-06 12:50:12.631809,2025-01-06 12:45:40.569852,2025-01-06 12:52:31.232334,17,23.626,4.616,False,0.79,20.576,42.62,0,75.39,4,3.05,3.05
R025,Pav Bhaji Point,T3,True,0,20,2025-01-06 20:00:19,2025-01-06 20:25:40.900000000,2025-01-06 20:23:56.563109,2025-01-06 20:19:25.666346,2025-01-06 20:22:33.896857,17,25.365,5.869,False,0.79,19.111,46.97,0,80.02,5,6.254,6.254
R025,Pav Bhaji Point,T3,True,1,6,2025-01-07 06:31:31,2025-01-07 06:56:42.280000000,2025-01-07 06:56:30.421715,2025-01-07 06:48:34.955914,2025-01-07 06:55:56.403200,17,25.188,5.733,False,0.79,17.066,38.23,0,15.66,5,8.122,8.122
R025,Pav Bhaji Point,T3,True,1,9,2025-01-07 09:10:04,2025-01-07 09:26:37.420000000,2025-01-07 09:26:11.946004,2025-01-07 09:25:07.155723,2025-01-07 09:26:41.122556,17,16.557,0.0,False,0.79,15.053,10.51,0,47.54,0,1.504,1.504
R025,Pav Bhaji Point,T3,True,2,5,2025-01-08 05:19:46,2025-01-08 05:37:32.500000000,2025-01-08 05:39:15.484103,2025-01-08 05:40:26.498942,2025-01-08 05:38:12.556875,17,17.775,0.827,False,0.79,20.675,17.36,0,4.63,3,0.0,2.9
R025,Pav Bhaji Point,T3,True,2,7,2025-01-08 07:12:33,2025-01-08 07:39:07.800000000,2025-01-08 07:41:04.406381,2025-01-08 07:29:53.942020,2025-01-08 07:39:42.642644,17,26.58,6.402,False,0.79,17.349,47.55,0,34.57,3,9.231,9.231
R025,Pav Bhaji Point,T3,True,2,10,2025-01-08 10:05:48,2025-01-08 10:27:52.380000000,2025-01-08 10:27:49.449476,2025-01-08 10:23:02.306141,2025-01-08 10:28:23.316529,17,22.073,3.616,False,0.79,17.238,32.97,0,21.55,2,4.835,4.835
R025,Pav Bhaji Point,T3,True,2,12,2025-01-08 12:39:47,2025-01-08 13:04:23.840000000,2025-01-08 13:04:40.392157,2025-01-08 12:55:24.910809,2025-01-08 13:02:25.382325,17,24.614,4.863,False,0.79,15.632,41.36,0,72.79,4,8.982,8.982
R025,Pav Bhaji Point,T3,True,2,14,2025-01-08 14:13:29,2025-01-08 14:35:48.620000000,2025-01-08 14:39:20.100460,2025-01-08 14:29:51.502804,2025-01-08 14:37:45.593126,17,22.327,3.968,False,0.79,16.375,31.73,0,42.86,1,5.952,5.952
R025,Pav Bhaji Point,T3,True,2,16,2025-01-08 16:42:11,2025-01-08 17:02:04.040000000,2025-01-08 17:01:47.361938,2025-01-08 17:00:17.391836,2025-01-08 17:01:34.258425,17,19.884,1.738,False,0.79,18.107,28.98,0,35.02,2,1.777,1.777
R025,Pav Bhaji Point,T3,True,2,20,2025-01-08 20:38:46,2025-01-08 20:59:06.940000000,2025-01-08 20:54:22.713812,2025-01-08 20:52:51.101982,2025-01-08 20:55:55.492539,17,20.349,2.333,False,0.79,14.085,38.81,0,71.85,0,6.264,6.264
R025,Pav Bhaji Point,T3,True,2,22,2025-01-08 22:09:44,2025-01-08 22:42:41.000000000,2025-01-08 22:43:47.774115,2025-01-08 22:25:32.425220,2025-01-08 22:43:53.194528,17,32.95,10.492,False,0.79,15.807,59.43,0,43.09,8,17.143,17.143
R025,Pav Bhaji Point,T3,True,2,23,2025-01-08 23:22:03,2025-01-08 23:42:51.540000000,2025-01-08 23:42:14.935103,2025-01-08 23:42:10.856796,2025-01-08 23:42:11.590343,17,20.809,2.469,False,0.79,20.131,30.5,0,16.47,4,0.678,0.678
R025,Pav Bhaji Point,T3,True,3,11,2025-01-09 11:27:01,2025-01-09 11:51:52.600000000,2025-01-09 11:52:23.158642,2025-01-09 11:41:23.266783,2025-01-09 11:51:20.389873,17,24.86,5.061,False,0.79,14.371,46.85,0,31.61,3,10.489,10.489
R025,Pav Bhaji Point,T3,True,3,11,2025-01-09 11:28:18,2025-01-09 11:47:41.100000000,2025-01-09 11:49:10.654957,2025-01-09 11:42:19.140066,2025-01-09 11:51:40.577037,17,19.385,1.21,False,0.79,14.019,28.23,1,34.51,3,5.366,5.366
R025,Pav Bhaji Point,T3,True,3,16,2025-01-09 16:00:49,2025-01-09 16:24:18.580000000,2025-01-09 16:30:05.495390,2025-01-09 16:19:17.760204,2025-01-09 16:26:45.860614,17,23.493,4.384,False,0.79,18.479,41.58,0,30.22,1,5.014,5.014
R025,Pav Bhaji Point,T3,True,3,20,2025-01-09 20:54:19,2025-01-09 21:23:43.960000000,2025-01-09 21:25:03.901656,2025-01-09 21:10:12.857320,2025-01-09 21:25:00.686126,17,29.416,7.971,False,0.79,15.898,54.75,0,76.66,7,13.518,13.518
R025,Pav Bhaji Point,T3,True,4,4,2025-01-10 04:58:44,2025-01-10 05:16:35.720000000,2025-01-10 05:15:29.986777,2025-01-10 05:19:03.984457,2025-01-10 05:14:01.948667,17,17.862,0.692,False,0.79,20.333,18.53,0,9.47,0,0.0,2.471
R025,Pav Bhaji Point,T3,True,4,7,2025-01-10 07:30:40,2025-01-10 07:47:31.660000000,2025-01-10 07:48:39.138682,2025-01-10 07:43:10.156399,2025-01-10 07:48:39.987291,17,16.861,0.373,False,0.79,12.503,17.23,0,33.62,0,4.358,4.358
R025,Pav Bhaji Point,T3,True,4,7,2025-01-10 07:48:38,2025-01-10 08:11:55.400000000,2025-01-10 08:14:30.908557,2025-01-10 08:07:29.107758,2025-01-10 08:16:20.018869,17,23.29,4.122,False,0.79,18.852,41.61,0,36.48,3,4.438,4.438
R025,Pav Bhaji Point,T3,True,4,12,2025-01-10 12:04:59,2025-01-10 12:34:18.620000000,2025-01-10 12:36:16.662078,2025-01-10 12:21:27.183036,2025-01-10 12:36:55.392008,17,29.327,8.302,False,0.79,16.47,63.78,0,69.23,6,12.857,12.857
R025,Pav Bhaji Point,T3,True,4,16,2025-01-10 16:49:22,2025-01-10 17:09:56.680000000,2025-01-10 17:06:38.708397,2025-01-10 17:02:38.973671,2025-01-10 17:05:27.537990,17,20.578,2.545,False,0.79,13.283,38.29,0,26.95,2,7.295,7.295
R025,Pav Bhaji Point,T3,True,4,19,2025-01-10 19:34:26,2025-01-10 19:55:13.580000000,2025-01-10 19:56:05.723229,2025-01-10 19:56:19.896749,2025-01-10 19:57:54.778256,17,20.793,2.379,False,0.79,21.898,38.73,0,82.34,3,0.0,1.105
R025,Pav Bhaji Point,T3,True,4,20,2025-01-10 20:26:20,2025-01-10 20:53:08.060000000,2025-01-10 20:53:17.420640,2025-01-10 20:43:39.633812,2025-01-10 20:52:57.350368,17,26.801,6.377,False,0.79,17.327,35.3,0,79.16,3,9.474,9.474
R025,Pav Bhaji Point,T3,True,4,20,2025-01-10 20:49:14,2025-01-10 21:20:37.340000000,2025-01-10 21:20:02.537811,2025-01-10 21:07:53.085701,2025-01-10 21:21:21.674131,17,31.389,9.195,False,0.79,18.651,56.18,0,74.3,6,12.738,12.738
R025,Pav Bhaji Point,T3,True,4,22,2025-01-10 22:00:44,2025-01-10 22:28:55.280000000,2025-01-10 22:25:26.030922,2025-01-10 22:21:23.010486,2025-01-10 22:24:52.257970,17,28.188,7.177,False,0.79,20.65,54.32,0,40.02,7,7.538,7.538
R025,Pav Bhaji Point,T3,True,5,8,2025-01-11 08:34:37,2025-01-11 08:51:59.920000000,2025-01-11 08:51:14.374564,2025-01-11 08:48:56.064285,2025-01-11 08:53:18.835535,17,17.382,0.0,False,0.79,14.318,16.02,0,62.79,1,3.064,3.064
R025,Pav Bhaji Point,T3,True,5,12,2025-01-11 12:17:22,2025-01-11 12:44:03.340000000,2025-01-11 12:43:50.997292,2025-01-11 12:33:08.476675,2025-01-11 12:44:21.266293,17,26.689,6.57,False,0.79,15.775,47.41,0,92.66,2,10.914,10.914
R025,Pav Bhaji Point,T3,True,5,14,2025-01-11 14:15:42,2025-01-11 14:39:18.960000000,2025-01-11 14:40:13.856961,2025-01-11 14:31:17.538278,2025-01-11 14:39:22.578866,17,23.616,4.75,False,0.79,15.592,52.59,0,60.38,1,8.024,8.024
R025,Pav Bhaji Point,T3,True,6,7,2025-01-12 07:47:51,2025-01-12 08:06:10.140000000,2025-01-12 08:05:55.891074,2025-01-12 08:08:34.468764,2025-01-12 08:02:59.105340,17,18.319,1.076,False,0.79,20.724,25.66,0,48.48,0,0.0,2.405
R025,Pav Bhaji Point,T3,True,6,7,2025-01-12 07:57:53,2025-01-12 08:22:12.800000000,2025-01-12 08:22:50.643321,2025-01-12 08:15:54.524420,2025-01-12 08:22:54.776730,17,24.33,4.812,False,0.79,18.025,38.57,1,49.03,1,6.305,6.305
R025,Pav Bhaji Point,T3,True,6,9,2025-01-12 09:16:02,2025-01-12 09:38:39.260000000,2025-01-12 09:38:09.662489,2025-01-12 09:32:10.267721,2025-01-12 09:40:44.302675,17,22.621,3.757,False,0.79,16.138,39.64,0,59.28,3,6.483,6.483
R025,Pav Bhaji Point,T3,True,6,12,2025-01-12 12:34:47,2025-01-12 12:58:14.120000000,2025-01-12 12:56:56.147499,2025-01-12 12:56:23.599363,2025-01-12 12:56:16.103380,17,23.452,4.891,False,0.79,21.61,46.79,0,90.18,2,1.842,1.842
R025,Pav Bhaji Point,T3,True,6,13,2025-01-12 13:17:45,2025-01-12 13:45:10.260000000,2025-01-12 13:39:39.646476,2025-01-12 13:31:57.357586,2025-01-12 13:40:41.044552,17,27.421,6.525,False,0.79,14.206,43.37,0,76.33,3,13.215,13.215
R025,Pav Bhaji Point,T3,True,6,17,2025-01-12 17:04:35,2025-01-12 17:28:20.120000000,2025-01-12 17:26:50.819028,2025-01-12 17:27:35.315154,2025-01-12 17:26:13.165939,17,23.752,4.345,False,0.79,23.005,36.16,0,47.32,5,0.747,0.747
R025,Pav Bhaji Point,T3,True,6,20,2025-01-12 20:25:42,2025-01-12 20:50:05.220000000,2025-01-12 20:50:44.705483,2025-01-12 20:42:53.441261,2025-01-12 20:50:23.976734,17,24.387,4.769,False,0.79,17.191,33.68,0,85.76,7,7.196,7.196
R025,Pav Bhaji Point,T3,True,6,20,2025-01-12 20:32:00,2025-01-12 20:59:10.500000000,2025-01-12 20:58:20.507958,2025-01-12 20:42:23.978568,2025-01-12 20:58:18.741969,17,27.175,5.523,False,0.79,10.4,47.09,1,88.67,2,16.775,16.775
R025,Pav Bhaji Point,T3,True,0,0,2025-01-13 00:19:20,2025-01-13 00:42:54.980000000,2025-01-13 00:43:49.784259,2025-01-13 00:36:23.914131,2025-01-13 00:44:15.921179,17,23.583,4.512,False,0.79,17.065,35.58,0,13.08,1,6.518,6.518
R025,Pav Bhaji Point,T3,True,0,6,2025-01-13 06:00:37,2025-01-13 06:23:19.360000000,2025-01-13 06:24:47.266935,2025-01-13 06:15:52.486523,2025-01-13 06:26:50.074578,17,22.706,4.254,False,0.79,15.258,32.59,0,18.0,1,7.448,7.448
R025,Pav Bhaji Point,T3,True,0,10,2025-01-13 10:42:07,2025-01-13 11:02:29.920000000,2025-01-13 10:59:40.370173,2025-01-13 10:57:09.030276,2025-01-13 10:57:47.785773,17,20.382,1.991,False,0.79,15.034,29.82,0,29.19,2,5.348,5.348
R025,Pav Bhaji Point,T3,True,0,10,2025-01-13 10:53:51,2025-01-13 11:16:12.240000000,2025-01-13 11:14:56.963518,2025-01-13 11:12:37.628011,2025-01-13 11:14:47.896793,17,22.354,3.118,False,0.79,18.777,25.57,1,32.59,2,3.577,3.577
R025,Pav Bhaji Point,T3,True,0,14,2025-01-13 14:30:00,2025-01-13 14:53:40.440000000,2025-01-13 14:55:13.956210,2025-01-13 14:45:50.917346,2025-01-13 14:54:05.852067,17,23.674,4.883,False,0.79,15.849,38.26,0,41.49,3,7.825,7.825
R025,Pav Bhaji Point,T3,True,0,21,2025-01-13 21:03:41,2025-01-13 21:28:41.120000000,2025-01-13 21:25:20.144963,2025-01-13 21:23:26.854756,2025-01-13 21:26:04.472809,17,25.002,4.828,False,0.79,19.764,37.92,0,57.14,1,5.238,5.238
R025,Pav Bhaji Point,T3,True,0,21,2025-01-13 21:07:34,2025-01-13 21:37:13.060000000,2025-01-13 21:39:20.182430,2025-01-13 21:26:36.099853,2025-01-13 21:38:25.937001,17,29.651,7.545,False,0.79,19.035,48.05,1,58.7,7,10.616,10.616
R025,Pav Bhaji Point,T3,True,1,9,2025-01-14 09:24:25,2025-01-14 09:42:06.340000000,2025-01-14 09:41:40.472201,2025-01-14 09:42:54.658994,2025-01-14 09:41:20.112617,17,17.689,0.0,False,0.79,18.494,21.73,0,41.02,0,0.0,0.805
R025,Pav Bhaji Point,T3,True,1,15,2025-01-14 15:11:05,2025-01-14 15:35:38.600000000,2025-01-14 15:40:04.929538,2025-01-14 15:27:42.081490,2025-01-14 15:42:53.112574,17,24.56,5.204,False,0.79,16.618,40.09,0,26.38,3,7.942,7.942
R025,Pav Bhaji Point,T3,True,1,17,2025-01-14 17:50:45,2025-01-14 18:16:18.300000000,2025-01-14 18:21:18.175610,2025-01-14 18:07:33.212450,2025-01-14 18:22:00.138477,17,25.555,5.857,False,0.79,16.804,43.08,0,36.55,2,8.751,8.751
R025,Pav Bhaji Point,T3,True,1,19,2025-01-14 19:49:47,2025-01-14 20:18:49.460000000,2025-01-14 20:21:21.934648,2025-01-14 20:07:06.001631,2025-01-14 20:21:04.210703,17,29.041,7.669,False,0.79,17.317,58.31,0,82.33,7,11.724,11.724
R025,Pav Bhaji Point,T3,True,1,20,2025-01-14 20:01:43,2025-01-14 20:23:53.680000000,2025-01-14 20:19:58.578519,2025-01-14 20:19:05.816130,2025-01-14 20:21:27.438737,17,22.178,3.105,False,0.79,17.38,27.37,1,81.7,3,4.798,4.798
R025,Pav Bhaji Point,T3,True,1,23,2025-01-14 23:48:15,2025-01-15 00:05:56.940000000,2025-01-15 00:09:44.430924,2025-01-14 23:58:43.091475,2025-01-15 00:08:02.124436,17,17.699,0.563,False,0.79,10.468,24.15,0,13.36,1,7.231,7.231
R025,Pav Bhaji Point,T3,True,2,10,2025-01-15 10:23:58,2025-01-15 10:41:42.940000000,2025-01-15 10:41:53.630196,2025-01-15 10:42:00.864327,2025-01-15 10:41:04.153869,17,17.749,0.324,False,0.79,18.048,14.82,0,32.64,0,0.0,0.299
R025,Pav Bhaji Point,T3,True,2,20,2025-01-15 20:35:25,2025-01-15 21:02:10.480000000,2025-01-15 21:03:45.177053,2025-01-15 20:54:11.622321,2025-01-15 21:04:31.911907,17,26.758,5.95,False,0.79,18.777,38.86,0,70.35,7,7.981,7.981
R025,Pav Bhaji Point,T3,True,3,6,2025-01-16 06:12:38,2025-01-16 06:32:21.980000000,2025-01-16 06:36:37.751145,2025-01-16 06:31:40.657588,2025-01-16 06:39:22.212754,17,19.733,2.613,False,0.79,19.044,20.55,0,19.0,0,0.689,0.689
R025,Pav Bhaji Point,T3,True,3,9,2025-01-16 09:15:21,2025-01-16 09:36:42.120000000,2025-01-16 09:37:25.687430,2025-01-16 09:33:39.513495,2025-01-16 09:34:37.176422,17,21.352,3.02,False,0.79,18.309,29.04,0,44.68,2,3.043,3.043
R025,Pav Bhaji Point,T3,True,3,13,2025-01-16 13:10:38,2025-01-16 13:41:12.620000000,2025-01-16 13:40:53.281602,2025-01-16 13:32:00.259146,2025-01-16 13:42:11.724420,17,30.577,9.379,False,0.79,21.371,61.87,0,66.14,6,9.206,9.206
R025,Pav Bhaji Point,T3,True,3,13,2025-01-16 13:44:27,2025-01-16 14:11:00.660000000,2025-01-16 14:10:08.148745,2025-01-16 14:03:19.640569,2025-01-16 14:10:51.382611,17,26.561,6.062,False,0.79,18.877,45.28,0,68.1,3,7.684,7.684
R025,Pav Bhaji Point,T3,True,3,15,2025-01-16 15:00:09,2025-01-16 15:17:23.220000000,2025-01-16 15:19:45.360674,2025-01-16 15:18:13.444216,2025-01-16 15:21:57.601670,17,17.237,0.59,False,0.79,18.074,23.71,0,37.32,3,0.0,0.837
R025,Pav Bhaji Point,T3,True,3,19,2025-01-16 19:05:57,2025-01-16 19:30:55.320000000,2025-01-16 19:34:40.129775,2025-01-16 19:21:44.272594,2025-01-16 19:35:13.532965,17,24.972,5.159,False,0.79,15.788,36.55,0,82.41,6,9.184,9.184
R025,Pav Bhaji Point,T3,True,3,19,2025-01-16 19:08:12,2025-01-16 19:38:49.680000000,2025-01-16 19:39:26.813579,2025-01-16 19:27:16.503572,2025-01-16 19:38:24.042743,17,30.628,9.24,False,0.79,19.075,53.98,1,76.42,9,11.553,11.553
R025,Pav Bhaji Point,T3,True,3,19,2025-01-16 19:13:55,2025-01-16 19:44:00.580000000,2025-01-16 19:43:14.405005,2025-01-16 19:34:05.862967,2025-01-16 19:43:26.359666,17,30.093,7.397,False,0.79,20.181,49.02,2,88.06,7,9.912,9.912
R025,Pav Bhaji Point,T3,True,3,19,2025-01-16 19:42:28,2025-01-16 20:08:43.420000000,2025-01-16 20:12:43.304124,2025-01-16 19:59:12.477972,2025-01-16 20:12:52.353162,17,26.257,5.875,False,0.79,16.741,41.56,0,86.2,3,9.516,9.516
R025,Pav Bhaji Point,T3,True,3,20,2025-01-16 20:32:58,2025-01-16 21:00:42.220000000,2025-01-16 21:01:14.455130,2025-01-16 20:51:10.348467,2025-01-16 21:02:26.156649,17,27.737,7.133,False,0.79,18.206,56.0,0,71.75,3,9.531,9.531
R025,Pav Bhaji Point,T3,True,3,22,2025-01-16 22:40:44,2025-01-16 23:06:36.260000000,2025-01-16 23:08:02.321121,2025-01-16 22:56:00.955610,2025-01-16 23:07:31.475605,17,25.871,6.492,False,0.79,15.283,51.61,0,42.24,4,10.588,10.588
R025,Pav Bhaji Point,T3,True,3,23,2025-01-16 23:19:16,2025-01-16 23:40:01.660000000,2025-01-16 23:38:27.328364,2025-01-16 23:34:49.210196,2025-01-16 23:39:51.735258,17,20.761,2.452,False,0.79,15.554,26.87,0,18.22,2,5.207,5.207
R025,Pav Bhaji Point,T3,True,4,7,2025-01-17 07:12:43,2025-01-17 07:29:47.980000000,2025-01-17 07:30:03.625615,2025-01-17 07:31:38.071330,2025-01-17 07:32:03.560627,17,17.083,0.0,False,0.79,18.918,14.22,0,32.76,0,0.0,1.835
R025,Pav Bhaji Point,T3,True,4,7,2025-01-17 07:53:46,2025-01-17 08:13:54.760000000,2025-01-17 08:19:07.072277,2025-01-17 08:11:07.308212,2025-01-17 08:21:17.703352,17,20.146,2.067,False,0.79,17.355,26.68,0,40.7,2,2.791,2.791
R025,Pav Bhaji Point,T3,True,4,8,2025-01-17 08:43:45,2025-01-17 09:07:37.200000000,2025-01-17 09:08:53.109738,2025-01-17 09:05:23.559943,2025-01-17 09:09:49.611004,17,23.87,4.369,False,0.79,21.643,30.4,0,54.39,4,2.227,2.227
R025,Pav Bhaji Point,T3,True,4,8,2025-01-17 08:44:39,2025-01-17 09:01:37.740000000,2025-01-17 08:59:48.588780,2025-01-17 09:02:29.409633,2025-01-17 08:59:34.486300,17,16.979,0.0,False,0.79,17.84,23.37,1,46.82,5,0.0,0.861
R025,Pav Bhaji Point,T3,True,4,14,2025-01-17 14:02:38,2025-01-17 14:29:46.880000000,2025-01-17 14:28:31.207590,2025-01-17 14:17:18.128818,2025-01-17 14:27:55.384443,17,27.148,6.45,False,0.79,14.669,48.27,0,40.22,5,12.479,12.479
R025,Pav Bhaji Point,T3,True,4,14,2025-01-17 14:38:35,2025-01-17 15:08:27.980000000,2025-01-17 15:05:07.651251,2025-01-17 14:57:47.336705,2025-01-17 15:07:27.314337,17,29.883,8.206,False,0.79,19.206,54.09,0,39.42,6,10.677,10.677
R025,Pav Bhaji Point,T3,True,4,20,2025-01-17 20:31:02,2025-01-17 20:54:30.260000000,2025-01-17 20:51:25.066830,2025-01-17 20:46:36.971864,2025-01-17 20:53:47.809219,17,23.471,5.05,False,0.79,15.583,33.41,0,73.97,5,7.888,7.888
R025,Pav Bhaji Point,T3,True,4,20,2025-01-17 20:40:56,2025-01-17 21:06:42.200000000,2025-01-17 21:07:36.388230,2025-01-17 20:58:13.855528,2025-01-17 21:05:35.668860,17,25.77,5.877,False,0.79,17.298,48.09,1,67.81,2,8.472,8.472
R025,Pav Bhaji Point,T3,True,4,21,2025-01-17 21:48:49,2025-01-17 22:12:25.660000000,2025-01-17 22:12:57.831547,2025-01-17 22:03:43.541930,2025-01-17 22:14:41.257867,17,23.611,4.412,False,0.79,14.909,30.93,0,63.48,5,8.702,8.702
R025,Pav Bhaji Point,T3,True,4,23,2025-01-17 23:55:14,2025-01-18 00:13:29.720000000,2025-01-18 00:14:55.313441,2025-01-18 00:12:45.968627,2025-01-18 00:17:00.022038,17,18.262,1.287,False,0.79,17.533,25.08,0,21.34,1,0.729,0.729
R025,Pav Bhaji Point,T3,True,5,7,2025-01-18 07:34:17,2025-01-18 07:59:00.740000000,2025-01-18 07:58:52.614945,2025-01-18 07:51:15.012628,2025-01-18 08:00:05.775934,17,24.729,4.99,False,0.79,16.967,42.83,0,56.76,2,7.762,7.762
R025,Pav Bhaji Point,T3,True,5,12,2025-01-18 12:51:25,2025-01-18 13:15:46.840000000,2025-01-18 13:12:21.254703,2025-01-18 13:08:26.352233,2025-01-18 13:09:32.022602,17,24.364,4.712,False,0.79,17.023,32.43,0,100.0,5,7.341,7.341
R025,Pav Bhaji Point,T3,True,5,16,2025-01-18 16:35:03,2025-01-18 16:57:48.840000000,2025-01-18 16:55:41.135385,2025-01-18 16:56:37.720580,2025-01-18 16:55:26.943306,17,22.764,3.619,False,0.79,21.579,39.06,0,40.37,4,1.185,1.185
